Date,Quantity,Amount,RollingAverageSalesQuantity,RollingAverageSalesAmount
2024-01-15,4,120.0,4.428571428571429,1042.857142857143
2024-01-16,8,480.0,4.285714285714286,982.8571428571429
2024-01-17,6,1200.0,4.428571428571429,1097.142857142857
2024-01-18,3,540.0,4.571428571428571,1140.0
2024-01-19,5,225.0,4.428571428571429,1095.0
2024-01-20,10,400.0,5.428571428571429,509.2857142857143
2024-01-21,7,3500.0,6.142857142857143,923.5714285714286
2024-01-22,1,600.0,5.714285714285714,992.1428571428571
2024-01-23,3,210.0,5.0,953.5714285714286
2024-01-24,20,200.0,7.0,810.7142857142857
2024-01-25,4,1600.0,7.142857142857143,962.1428571428571
2024-01-26,2,1400.0,6.714285714285714,1130.0
2024-01-27,3,450.0,5.714285714285714,1137.142857142857
2024-01-28,8,560.0,5.857142857142857,717.1428571428571
2024-01-29,1,800.0,5.857142857142857,745.7142857142857
2024-01-30,1,900.0,5.571428571428571,844.2857142857143
2024-01-31,5,175.0,3.4285714285714284,840.7142857142857
